ts,step,kv_cache_usage,running,waiting,preemptions_total
1790006248,mixed-c0-w2-n3-d100000,0.0,0.0,0.0,0.0
1790006253,mixed-c0-w2-n3-d100000,0.02947368421052632,1.0,0.0,0.0
1790006258,mixed-c0-w2-n3-d100000,0.02947368421052632,1.0,0.0,0.0
1790006263,mixed-c0-w2-n3-d100000,0.02947368421052632,1.0,0.0,0.0
1790006268,mixed-c0-w2-n3-d100000,0.02947368421052632,1.0,0.0,0.0
1790006273,mixed-c0-w2-n3-d100000,0.02947368421052632,1.0,0.0,0.0
1790006278,mixed-c0-w2-n3-d100000,0.06947368421052635,2.0,0.0,0.0
1790006283,mixed-c0-w2-n3-d100000,0.08842105263157896,2.0,0.0,0.0
1790006288,mixed-c0-w2-n3-d100000,0.13684210526315788,3.0,0.0,0.0
1790006293,mixed-c0-w2-n3-d100000,0.15578947368421048,3.0,0.0,0.0
1790006298,mixed-c0-w2-n3-d100000,0.15578947368421048,3.0,0.0,0.0
1790006303,mixed-c0-w2-n3-d100000,0.1747368421052632,3.0,0.0,0.0
1790006308,mixed-c0-w2-n3-d100000,0.1936842105263158,3.0,0.0,0.0
1790006313,mixed-c0-w2-n3-d100000,0.2126315789473684,3.0,0.0,0.0
1790006318,mixed-c0-w2-n3-d100000,0.2315789473684211,3.0,0.0,0.0
1790006324,mixed-c0-w2-n3-d100000,0.2315789473684211,3.0,0.0,0.0
1790006329,mixed-c0-w2-n3-d100000,0.2505263157894737,3.0,1.0,0.0
1790006334,mixed-c0-w2-n3-d100000,0.2694736842105263,3.0,1.0,0.0
1790006339,mixed-c0-w2-n3-d100000,0.2589473684210526,2.0,1.0,0.0
1790006344,mixed-c0-w2-n3-d100000,0.2589473684210526,2.0,1.0,0.0
1790006349,mixed-c0-w2-n3-d100000,0.3073684210526316,3.0,0.0,0.0
1790006354,mixed-c0-w2-n3-d100000,0.3326315789473684,3.0,0.0,0.0
1790006359,mixed-c0-w2-n3-d100000,0.3810526315789474,4.0,0.0,0.0
1790006364,mixed-c0-w2-n3-d100000,0.391578947368421,4.0,0.0,0.0
1790006369,mixed-c0-w2-n3-d100000,0.41052631578947374,4.0,1.0,0.0
1790006374,mixed-c0-w2-n3-d100000,0.42947368421052634,4.0,1.0,0.0
1790006379,mixed-c0-w2-n3-d100000,0.42947368421052634,4.0,1.0,0.0
1790006384,mixed-c0-w2-n3-d100000,0.44842105263157894,4.0,1.0,0.0
1790006389,mixed-c0-w2-n3-d100000,0.46736842105263154,4.0,1.0,0.0
1790006394,mixed-c0-w2-n3-d100000,0.48631578947368426,4.0,1.0,0.0
1790006399,mixed-c0-w2-n3-d100000,0.25684210526315787,3.0,1.0,0.0
1790006404,mixed-c0-w2-n3-d100000,0.25684210526315787,3.0,1.0,0.0
1790006409,mixed-c0-w2-n3-d100000,0.24631578947368427,2.0,1.0,0.0
1790006414,mixed-c0-w2-n3-d100000,0.26526315789473687,2.0,1.0,0.0
1790006419,mixed-c0-w2-n3-d100000,0.28421052631578947,2.0,1.0,0.0
1790006424,mixed-c0-w2-n3-d100000,0.36,4.0,0.0,0.0
1790006429,mixed-c0-w2-n3-d100000,0.3789473684210526,4.0,0.0,0.0
1790006434,mixed-c0-w2-n3-d100000,0.3894736842105263,4.0,0.0,0.0
1790006439,mixed-c0-w2-n3-d100000,0.3894736842105263,4.0,0.0,0.0
1790006444,mixed-c0-w2-n3-d100000,0.4084210526315789,4.0,0.0,0.0
1790006449,mixed-c0-w2-n3-d100000,0.4273684210526316,4.0,0.0,0.0
1790006455,mixed-c0-w2-n3-d100000,0.4463157894736842,4.0,0.0,0.0
1790006460,mixed-c0-w2-n3-d100000,0.4652631578947368,4.0,0.0,0.0
1790006465,mixed-c0-w2-n3-d100000,0.4652631578947368,4.0,0.0,0.0
1790006470,mixed-c0-w2-n3-d100000,0.4842105263157894,4.0,0.0,0.0
1790006475,mixed-c0-w2-n3-d100000,0.21684210526315795,2.0,0.0,0.0
1790006480,mixed-c0-w2-n3-d100000,0.23578947368421055,2.0,0.0,0.0
