ts,step,kv_cache_usage,running,waiting,preemptions_total
1790010928,mixed-c2-w2-n3-d100000,0.0326797385620915,1.0,0.0,0.0
1790010933,mixed-c2-w2-n3-d100000,0.0326797385620915,1.0,0.0,0.0
1790010938,mixed-c2-w2-n3-d100000,0.0326797385620915,1.0,0.0,0.0
1790010943,mixed-c2-w2-n3-d100000,0.0326797385620915,1.0,0.0,0.0
1790010948,mixed-c2-w2-n3-d100000,0.0326797385620915,1.0,0.0,0.0
1790010953,mixed-c2-w2-n3-d100000,0.034858387799564294,1.0,0.0,0.0
1790010958,mixed-c2-w2-n3-d100000,0.034858387799564294,1.0,0.0,0.0
1790010963,mixed-c2-w2-n3-d100000,0.034858387799564294,1.0,0.0,0.0
1790010968,mixed-c2-w2-n3-d100000,0.034858387799564294,1.0,0.0,0.0
1790010973,mixed-c2-w2-n3-d100000,0.034858387799564294,1.0,0.0,0.0
1790010978,mixed-c2-w2-n3-d100000,0.034858387799564294,1.0,0.0,0.0
1790010983,mixed-c2-w2-n3-d100000,0.034858387799564294,1.0,0.0,0.0
1790010988,mixed-c2-w2-n3-d100000,0.034858387799564294,1.0,0.0,0.0
1790010993,mixed-c2-w2-n3-d100000,0.034858387799564294,1.0,0.0,0.0
1790010998,mixed-c2-w2-n3-d100000,0.034858387799564294,1.0,0.0,0.0
1790011003,mixed-c2-w2-n3-d100000,0.03703703703703709,1.0,0.0,0.0
1790011008,mixed-c2-w2-n3-d100000,0.03703703703703709,1.0,0.0,0.0
1790011013,mixed-c2-w2-n3-d100000,0.03703703703703709,1.0,0.0,0.0
1790011018,mixed-c2-w2-n3-d100000,0.03703703703703709,1.0,0.0,0.0
1790011023,mixed-c2-w2-n3-d100000,0.03703703703703709,1.0,0.0,0.0
1790011028,mixed-c2-w2-n3-d100000,0.03703703703703709,1.0,0.0,0.0
1790011033,mixed-c2-w2-n3-d100000,0.03703703703703709,1.0,0.0,0.0
1790011038,mixed-c2-w2-n3-d100000,0.03703703703703709,1.0,0.0,0.0
1790011043,mixed-c2-w2-n3-d100000,0.03703703703703709,1.0,0.0,0.0
1790011049,mixed-c2-w2-n3-d100000,0.03703703703703709,1.0,0.0,0.0
1790011054,mixed-c2-w2-n3-d100000,0.03703703703703709,1.0,0.0,0.0
1790011059,mixed-c2-w2-n3-d100000,0.03703703703703709,1.0,0.0,0.0
1790011064,mixed-c2-w2-n3-d100000,0.039215686274509776,1.0,0.0,0.0
1790011069,mixed-c2-w2-n3-d100000,0.039215686274509776,1.0,0.0,0.0
1790011074,mixed-c2-w2-n3-d100000,0.039215686274509776,1.0,0.0,0.0
1790011079,mixed-c2-w2-n3-d100000,0.039215686274509776,1.0,0.0,0.0
1790011084,mixed-c2-w2-n3-d100000,0.039215686274509776,1.0,0.0,0.0
1790011089,mixed-c2-w2-n3-d100000,0.039215686274509776,1.0,0.0,0.0
1790011094,mixed-c2-w2-n3-d100000,0.039215686274509776,1.0,0.0,0.0
1790011099,mixed-c2-w2-n3-d100000,0.039215686274509776,1.0,0.0,0.0
1790011104,mixed-c2-w2-n3-d100000,0.039215686274509776,1.0,0.0,0.0
1790011109,mixed-c2-w2-n3-d100000,0.039215686274509776,1.0,0.0,0.0
1790011114,mixed-c2-w2-n3-d100000,0.050108932461873645,1.0,0.0,0.0
1790011119,mixed-c2-w2-n3-d100000,0.04139433551198257,1.0,0.0,0.0
1790011124,mixed-c2-w2-n3-d100000,0.04139433551198257,1.0,0.0,0.0
